Book,Sentence
Book 1,"In order to identify a suitable language for embedded systems, we mightbegin by making the following observations:
GComputers (such as microcontroller, microprocessor or DSP chips) only acceptinstructions in ‘machine code’ (‘object code’)."
Book 1,"Machine code is, by definition, inthe language of the computer, rather than that of the programmer."
Book 1,Interpretationof the code by the programmer is difficult and error prone.
Book 1,"
GAll software, whether in assembly, C, C++, Java or Ada must ultimately be trans-lated into machine code in order to be executed by the computer.7 Programming embedded systems in C
3."
Book 1,www.triscend.com   4.
Book 1, www.xilinx.com  5.
Book 1," www.dolphin.fr8322 Chapter 1 p1-16  21/2/02  9:52 am  Page 7GThere is no point in creating ‘perfect’ source code, if we then make use of a poor
translator program (such as an assembler or compiler) and thereby generateexecutable code that does not operate as we intended."
Book 1,"
GEmbedded processors – like the 8051 – have limited processor power and verylimited memory available: the language used must be efficient."
Book 1,"GTo program embedded systems, we need low-level access to the hardware: thismeans, at least, being able to read from and write to particular memory loca-tions (using ‘pointers’ or an equivalent mechanism)."
Book 1,"Of course, not all of the issues involved in language selection are purely technical:
GNo software company remains in business for very long if it generates new code,
from scratch, for every project."
Book 1,"The language used must support the creation offlexible libraries, making it easy to re-use (well-tested) code components in arange of projects."
Book 1,It must also be possible to adapt complete code systems towork with a new or updated processor with minimal difficulty.
Book 1,GStaff members change and existing personnel have limited memory spans.
Book 1,"Atthe same time, systems evolve and processors are updated."
Book 1,"As concern over the‘Year 2000’ problem in recent years has illustrated, many embedded systemshave a long lifespan."
Book 1,"During this time, their code will often have to be main-tained."
Book 1,"Good code must therefore be easy to understand now, and in five years’time (and not just by those who first wrote it)."
Book 1,"
GThe language chosen should be in common use."
Book 1,This will ensure that you cancontinue to recruit experienced developers who have knowledge of the lan-guage.
Book 1,"It will also mean that your existing developers will have access to sourcesof information (such as books, training courses, WWW sites) which give exam-ples of good design and programming practice."
Book 1,"Even this short list immediately raises the paradox of programming language
selection."
Book 1,"From one point of view, only machine code is safe, since every otherlanguage involves a translator, and any code you create is only as safe as the codewritten by the manufacturers of the translator."
Book 1,"On the other hand, real code needsto be maintained and re-used in new projects, possibly on different hardware: fewpeople would argue that machine code is easy to understand, debug or to port."
Book 1,"
Inevitably, therefore, we need to make compromises; there is no perfect solu-
tion."
Book 1,"All we can really say is that we require a language that is efficient, high-level,gives low-level access to hardware, and is well defined."
Book 1,In addition – of course –the language must be available for the platforms we wish to use.
Book 1,"Against all ofthese points, C scores well."
Book 1,"We can summarize C’s features as follows:8 Embedded C8322 Chapter 1 p1-16  21/2/02  9:52 am  Page 8GIt is ‘mid-level’, with ‘high-level’ features (such as support for functions and
modules), and ‘low-level’ features (such as good access to hardware via pointers)."
Book 1,GIt is very efficient.
Book 1,GIt is popular and well understood.
Book 1,GEven desktop developers who have used only Java or C++ can soon understandC syntax.
Book 1,"GGood, well-proven compilers are available for every embedded processor (8-bitto 32-bit or more)."
Book 1,GExperienced staff are available.
Book 1,"GBooks, training courses, code samples and WWW sites discussing the use of thelanguage are all widely available."
Book 1,"Overall, C’s strengths for embedded system development greatly outweigh its
weaknesses."
Book 1,"It may not be an ideal language for developing embedded systems,but it is unlikely that a ‘perfect’ language will ever be created."
Book 1,"
1.5 Which operating system should you use?"
Book 1,"Having opted to create our 8051-based applications using C, we can now begin toconsider how this language can be used."
Book 1,"In doing so, we will begin to probe some ofthe differences between software development for desktop and embedded systems."
Book 1,"In the desktop environment, the program the user requires (such as a word
processor program) is usually loaded from disk on demand, along with anyrequired data (such as a word processor file)."
Book 1,Figure 1.5 shows a typical operatingenvironment for such a word processor.
Book 1,Here the system is well insulated from theunderlying hardware.
Book 1,"For example, when the user wishes to save his or her latestnovel on disk, the word processor delegates most of the necessary work to theoperating system, which in turn may delegate many of the hardware-specific com-mands to the BIOS (basic input/output system)."
Book 1,The desktop PC does not require an operating system (or BIOS).
Book 1,"However, for most
users, the main advantage of a personal computer is its flexibility: that is, that thesame piece of equipment has the potential to run many thousands of different pro-grams."
Book 1,"If the PC had no operating system, each of these programs would need to beable to carry out all the low-level functions for itself."
Book 1,This would be very inefficientand would tend to make systems more expensive.
Book 1,"It would also be likely to lead toerrors, as many simple functions would have to be duplicated in even the smallest ofprograms."
Book 1,"One way of viewing this is that a desktop PC is used to run multiple pro-grams, and the operating system provides the ‘common code’ (for printing, filestorage, graphics, and so forth) that is required by this set of programs."
Book 1,"9 Programming embedded systems in C8322 Chapter 1 p1-16  21/2/02  9:52 am  Page 9There are two fundamental differences between the embedded systems we are con-
cerned with in this book and desktop computer systems:
1The vast majority of embedded systems are required to run only one program:
this program will start running when the microcontroller is powered up, andwill stop running when the power is removed."
Book 1,"
2Many of the facilities provided by the modern desktop OS – such as the ability
to display high-resolution graphics, printing facilities and efficient disk access –are of little value in embedded systems, where sophisticated graphics screens,printers and disks are generally unavailable."
Book 1,"
As a consequence, the simplest architecture in an embedded system is typically a
form of ‘Super Loop’ (see Listing 1.1)."
Book 1,"Listing 1.1 Part of a simple Super Loop demonstration
void main(void)
{// Prepare run function XX_Init();
while(1) // ‘for ever’ (Super Loop)
{X(); // Run function X()}
}10 Embedded C
FIGURE 1.5 A schematic representation of the BIOS/OS sandwich from a desk-bound computer
system running some word processor softwareWord Processor
Operating System
BIOS
HardwareOS provides ‘common code’ for:
• Graphics• Printing• File storage• Sound• ...8322 Chapter 1 p1-16  21/2/02  9:52 am  Page 10It is important to appreciate that there is no operating system in use here."
Book 1,"When
power is applied to the system, the function main() will be called: having per-
formed the initializations, the function X() will be called, repeatedly, until the
system is disconnected from the power supply (or a serious error occurs)."
Book 1,"For example, suppose we wish to develop a microcontroller-based control
system to be used as part of the central-heating system in a building."
Book 1,"The simplestversion of this system might consist of a gas-fired boiler (which we wish to con-trol), a sensor (measuring room temperature), a temperature dial (through whichthe desired temperature is specified) and the controller itself (Figure 1.6)."
Book 1,"We assume that the boiler, temperature sensor and temperature dial are connected
to the system via appropriate ports."
Book 1,"
Here, precise timing is not required, and a Super Loop framework similar to that
shown in Listing 1.2 may be appropriate."
Book 1,"Listing 1.2 Part of the code for a simple central-heating system
/*------------------------------------------------------------*-
Main.C 
-------------------------------------------------------------
Framework for a central heating system using a Super Loop.[Compiles and runs but does nothing useful]
-*------------------------------------------------------------*/#include ""Cen_Heat.h""/*------------------------------------------------------------*/void main(void)
{// Init the systemC_HEAT_Init();11 Programming embedded systems in C
FIGURE 1.6 An overview of a central heating controllerCentral
heating
controllerBoilerTemperature
sensor
Temperature
dial8322 Chapter 1 p1-16  21/2/02  9:52 am  Page 11while(1) // 'for ever' (Super Loop)
{// Find out what temperature the user requires// (via the user interface)C_HEAT_Get_Required_Temperature();
// Find out what the current room temperature is
// (via temperature sensor)C_HEAT_Get_Actual_Temperature();
// Adjust the gas burner, as required
C_HEAT_Control_Boiler();}
}
/*------------------------------------------------------------*-
---- END OF FILE --------------------------------------------
-*------------------------------------------------------------*/
It should be noted that the Super Loop architecture employed in this central-
heating system is not appropriate for all embedded applications."
